,Unnamed: 0.1,Unnamed: 0,raceId,driverId,constructorId,driverExp,driverRel,driverForm,constructorForm,qualifying,position
0,0,0,841,20,9,62,0.6451612903225806,93.0,148.0,1,1
1,1,1,841,1,1,71,0.7605633802816901,58.0,107.0,2,2
2,2,2,841,808,4,19,0.368421052631579,8.0,36.0,6,3
3,3,3,841,4,6,159,0.7106918238993711,86.0,106.0,5,4
4,4,4,841,17,9,159,0.4528301886792453,55.0,148.0,3,5
5,5,5,841,18,1,191,0.4712041884816754,49.0,107.0,4,6
6,6,6,841,13,6,135,0.5703703703703704,20.0,106.0,8,7
7,7,7,841,67,5,36,0.3888888888888888,1.0,3.0,10,8
8,8,8,841,16,10,71,0.2676056338028169,2.0,10.0,16,9
9,9,9,841,814,10,0,0.5,0.0,10.0,14,10
10,10,10,841,153,5,27,0.3703703703703703,2.0,3.0,12,11
11,11,11,841,2,4,173,0.3583815028901734,6.0,36.0,18,12
12,12,12,841,15,205,192,0.375,0.0,0.0,20,13
13,13,13,841,816,166,0,0.5,0.0,0.0,22,14
14,26,26,26,26,26,26,26,26,26,26,26
15,26,26,26,26,26,26,26,26,26,26,26
16,26,26,26,26,26,26,26,26,26,26,26
17,26,26,26,26,26,26,26,26,26,26,26
18,26,26,26,26,26,26,26,26,26,26,26
19,26,26,26,26,26,26,26,26,26,26,26
20,26,26,26,26,26,26,26,26,26,26,26
21,26,26,26,26,26,26,26,26,26,26,26
22,22,22,842,20,9,63,0.6507936507936508,100.0,150.0,1,1
23,23,23,842,18,1,192,0.4739583333333333,45.0,121.0,4,2
24,24,24,842,2,4,174,0.3563218390804598,6.0,45.0,6,3
25,25,25,842,17,9,160,0.45625,50.0,150.0,3,4
26,26,26,842,13,6,136,0.5735294117647058,22.0,95.0,7,5
27,27,27,842,4,6,160,0.7125,73.0,95.0,5,6
28,28,28,842,155,15,22,0.409090909090909,11.0,17.0,10,7
29,29,29,842,1,1,72,0.7638888888888888,76.0,121.0,2,8
30,30,30,842,30,131,142,0.8028169014084507,26.0,46.0,11,9
31,31,31,842,814,10,1,0.0,1.0,11.0,14,10
32,32,32,842,16,10,72,0.2638888888888888,2.0,11.0,17,11
33,33,33,842,3,131,90,0.5555555555555556,20.0,46.0,9,12
34,34,34,842,67,5,37,0.3783783783783784,5.0,7.0,12,13
35,35,35,842,153,5,28,0.3571428571428571,2.0,7.0,13,14
36,36,36,842,5,205,72,0.4722222222222222,0.0,0.0,19,15
37,37,37,842,10,166,57,0.3859649122807017,0.0,0.0,21,16
38,38,38,842,808,4,20,0.4,23.0,45.0,8,17
39,26,26,26,26,26,26,26,26,26,26,26
40,26,26,26,26,26,26,26,26,26,26,26
41,26,26,26,26,26,26,26,26,26,26,26
42,26,26,26,26,26,26,26,26,26,26,26
43,26,26,26,26,26,26,26,26,26,26,26
44,26,26,26,26,26,26,26,26,26,26,26
45,26,26,26,26,26,26,26,26,26,26,26
46,46,46,843,1,1,73,0.7671232876712328,70.0,121.0,3,1
47,47,47,843,20,9,64,0.65625,100.0,144.0,1,2
48,48,48,843,17,9,161,0.4596273291925465,44.0,144.0,18,3
49,49,49,843,18,1,193,0.4766839378238342,51.0,121.0,2,4
50,50,50,843,3,131,91,0.5494505494505495,20.0,40.0,4,5
51,51,51,843,13,6,137,0.5766423357664234,32.0,98.0,6,6
52,52,52,843,4,6,161,0.7142857142857143,66.0,98.0,5,7
53,53,53,843,30,131,143,0.8041958041958042,20.0,40.0,14,8
54,54,54,843,808,4,21,0.3809523809523809,23.0,60.0,10,9
55,55,55,843,155,15,23,0.4347826086956522,11.0,13.0,13,10
56,56,56,843,814,10,2,0.5,2.0,12.0,8,11
57,57,57,843,2,4,175,0.36,17.0,60.0,16,12
58,58,58,843,22,3,195,0.6,6.0,11.0,15,13
59,59,59,843,67,5,38,0.368421052631579,4.0,6.0,9,14
60,60,60,843,16,10,73,0.2602739726027397,2.0,12.0,11,15
61,61,61,843,5,205,73,0.4657534246575342,0.0,0.0,19,16
62,62,62,843,815,15,2,0.0,0.0,13.0,12,17
63,63,63,843,813,3,2,0.0,0.0,11.0,17,18
64,64,64,843,15,205,194,0.3711340206185567,0.0,0.0,20,19
65,65,65,843,816,166,2,0.0,0.0,0.0,21,20
66,66,66,843,10,166,58,0.3793103448275862,0.0,0.0,22,21
67,67,67,843,24,164,65,0.2615384615384615,8.0,0.0,23,22
68,68,68,843,39,164,21,0.0,0.0,0.0,24,23
69,26,26,26,26,26,26,26,26,26,26,26
70,70,70,844,20,9,65,0.6615384615384615,118.0,177.0,1,1
71,71,71,844,17,9,162,0.4629629629629629,59.0,177.0,2,2
72,72,72,844,4,6,162,0.7160493827160495,47.0,72.0,5,3
73,73,73,844,1,1,74,0.7702702702702703,77.0,140.0,4,4
74,74,74,844,3,131,92,0.5543478260869565,30.0,42.0,3,5
75,75,75,844,18,1,194,0.479381443298969,63.0,140.0,6,6
76,76,76,844,2,4,176,0.3636363636363636,15.0,52.0,9,7
77,77,77,844,808,4,22,0.409090909090909,25.0,52.0,7,8
78,78,78,844,67,5,39,0.3846153846153846,4.0,6.0,16,9
79,79,79,844,155,15,24,0.4583333333333333,8.0,8.0,24,10
80,80,80,844,13,6,138,0.5797101449275363,25.0,72.0,10,11
81,81,81,844,30,131,144,0.8055555555555556,12.0,42.0,8,12
82,82,82,844,16,10,74,0.2567567567567568,2.0,4.0,12,13
83,83,83,844,815,15,3,0.0,0.0,8.0,15,14
84,84,84,844,22,3,196,0.6020408163265306,0.0,4.0,11,15
85,85,85,844,153,5,30,0.3333333333333333,2.0,6.0,17,16
86,86,86,844,813,3,3,0.0,0.0,4.0,14,17
87,87,87,844,15,205,195,0.3692307692307692,0.0,0.0,19,18
88,88,88,844,5,205,74,0.4594594594594594,0.0,0.0,18,19
89,89,89,844,816,166,3,0.0,0.0,0.0,23,20
90,90,90,844,39,164,22,0.0,0.0,0.0,22,21
91,91,91,844,24,164,66,0.2575757575757575,0.0,0.0,20,22
92,26,26,26,26,26,26,26,26,26,26,26
93,26,26,26,26,26,26,26,26,26,26,26
94,94,94,845,20,9,66,0.6666666666666667,118.0,177.0,2,1
95,95,95,845,1,1,75,0.7733333333333333,77.0,138.0,3,2
96,96,96,845,18,1,195,0.482051282051282,61.0,138.0,5,3
97,97,97,845,17,9,163,0.4662576687116564,59.0,177.0,1,4
98,98,98,845,4,6,163,0.7177914110429449,47.0,72.0,4,5
99,99,99,845,30,131,145,0.806896551724138,6.0,38.0,10,6
100,100,100,845,3,131,93,0.5591397849462365,32.0,38.0,7,7
101,101,101,845,2,4,177,0.367231638418079,21.0,60.0,24,8
102,102,102,845,815,15,4,0.0,0.0,8.0,12,9
103,103,103,845,155,15,25,0.48,8.0,8.0,14,10
104,104,104,845,808,4,23,0.4347826086956522,29.0,60.0,6,11
105,105,105,845,814,10,4,0.5,2.0,4.0,16,12
106,106,106,845,16,10,75,0.2533333333333333,2.0,4.0,17,13
107,107,107,845,67,5,40,0.4,6.0,8.0,11,14
108,108,108,845,813,3,4,0.0,0.0,0.0,9,15
109,109,109,845,153,5,31,0.3225806451612903,2.0,8.0,13,16
110,110,110,845,22,3,197,0.5989847715736041,0.0,0.0,19,17
111,111,111,845,15,205,196,0.3673469387755101,0.0,0.0,18,18
112,112,112,845,10,166,60,0.3666666666666667,0.0,0.0,20,19
113,113,113,845,816,166,4,0.0,0.0,0.0,23,20
114,114,114,845,39,164,23,0.0,0.0,0.0,22,21
115,26,26,26,26,26,26,26,26,26,26,26
116,26,26,26,26,26,26,26,26,26,26,26
117,26,26,26,26,26,26,26,26,26,26,26
118,118,118,846,20,9,67,0.6716417910447761,118.0,185.0,1,1
119,119,119,846,4,6,164,0.7134146341463414,51.0,75.0,4,2
120,120,120,846,18,1,196,0.4846938775510204,61.0,138.0,2,3
121,121,121,846,17,9,164,0.4695121951219512,67.0,185.0,3,4
122,122,122,846,155,15,26,0.4615384615384615,9.0,11.0,12,5
123,123,123,846,1,1,76,0.7763157894736842,77.0,138.0,9,6
124,124,124,846,16,10,76,0.25,2.0,4.0,14,7
125,125,125,846,2,4,178,0.3651685393258427,25.0,46.0,15,8
126,126,126,846,22,3,198,0.595959595959596,0.0,0.0,11,9
127,127,127,846,67,5,41,0.3902439024390244,6.0,6.0,16,10
128,128,128,846,3,131,94,0.5531914893617021,26.0,40.0,7,11
129,129,129,846,814,10,5,0.4,2.0,4.0,13,12
130,130,130,846,15,205,197,0.365482233502538,0.0,0.0,18,13
131,131,131,846,5,205,76,0.4473684210526315,0.0,0.0,17,14
132,132,132,846,816,166,5,0.0,0.0,0.0,21,15
133,133,133,846,24,164,68,0.25,0.0,0.0,23,16
134,134,134,846,39,164,24,0.0,0.0,0.0,22,17
135,135,135,846,813,3,5,0.0,0.0,0.0,8,18
136,26,26,26,26,26,26,26,26,26,26,26
137,26,26,26,26,26,26,26,26,26,26,26
138,26,26,26,26,26,26,26,26,26,26,26
139,26,26,26,26,26,26,26,26,26,26,26
140,26,26,26,26,26,26,26,26,26,26,26
141,141,141,847,18,1,197,0.4873096446700508,68.0,135.0,7,1
142,142,142,847,20,9,68,0.6764705882352942,118.0,187.0,1,2
143,143,143,847,17,9,165,0.4727272727272728,69.0,187.0,4,3
144,144,144,847,30,131,147,0.7959183673469388,14.0,40.0,8,4
145,145,145,847,808,4,25,0.4,6.0,35.0,10,5
146,146,146,847,13,6,141,0.574468085106383,18.0,75.0,3,6
147,147,147,847,155,15,27,0.4814814814814815,19.0,21.0,13,7
148,148,148,847,153,5,33,0.303030303030303,0.0,3.0,24,8
149,149,149,847,22,3,199,0.592964824120603,2.0,2.0,16,9
150,150,150,847,67,5,42,0.3809523809523809,3.0,3.0,15,10
151,151,151,847,3,131,95,0.5473684210526315,26.0,40.0,6,11
152,152,152,847,37,15,70,0.1714285714285713,0.0,21.0,17,12
153,153,153,847,24,164,69,0.2463768115942028,0.0,0.0,20,13
154,154,154,847,39,164,25,0.0,0.0,0.0,22,14
155,155,155,847,816,166,6,0.0,0.0,0.0,23,15
156,156,156,847,10,166,62,0.3548387096774194,0.0,0.0,21,16
157,157,157,847,15,205,198,0.3636363636363636,0.0,0.0,18,17
158,158,158,847,814,10,6,0.3333333333333333,1.0,7.0,11,18
159,26,26,26,26,26,26,26,26,26,26,26
160,26,26,26,26,26,26,26,26,26,26,26
161,26,26,26,26,26,26,26,26,26,26,26
162,26,26,26,26,26,26,26,26,26,26,26
163,26,26,26,26,26,26,26,26,26,26,26
164,26,26,26,26,26,26,26,26,26,26,26
165,165,165,848,20,9,69,0.6811594202898551,111.0,183.0,1,1
166,166,166,848,4,6,166,0.7108433734939759,49.0,65.0,4,2
167,167,167,848,17,9,166,0.4759036144578313,72.0,183.0,2,3
168,168,168,848,1,1,78,0.7692307692307692,63.0,138.0,3,4
169,169,169,848,13,6,142,0.5774647887323944,16.0,65.0,5,5
170,170,170,848,18,1,198,0.4898989898989899,75.0,138.0,6,6
171,171,171,848,3,131,96,0.5520833333333333,26.0,50.0,7,7
172,172,172,848,153,5,34,0.3235294117647058,4.0,8.0,18,8
173,173,173,848,16,10,78,0.2435897435897436,6.0,6.0,10,9
174,174,174,848,2,4,180,0.3611111111111111,14.0,30.0,9,10
175,175,175,848,815,15,6,0.0,2.0,21.0,16,11
176,176,176,848,22,3,200,0.595,4.0,4.0,13,12
177,177,177,848,67,5,43,0.3953488372093023,4.0,8.0,17,13
178,178,178,848,814,10,7,0.2857142857142857,0.0,6.0,12,14
179,179,179,848,808,4,26,0.4230769230769231,16.0,30.0,11,15
180,180,180,848,155,15,28,0.5,19.0,21.0,14,16
181,181,181,848,30,131,148,0.7972972972972973,24.0,50.0,8,17
182,182,182,848,813,3,7,0.0,0.0,4.0,15,18
183,183,183,848,5,205,78,0.4358974358974359,0.0,0.0,19,19
184,184,184,848,15,205,199,0.3618090452261306,0.0,0.0,20,20
185,185,185,848,10,166,63,0.3492063492063492,0.0,0.0,21,21
186,186,186,848,816,166,7,0.0,0.0,0.0,23,22
187,187,187,848,24,164,70,0.2428571428571428,0.0,0.0,22,23
188,188,188,848,39,164,26,0.0,0.0,0.0,24,24
189,189,189,849,4,6,167,0.7125748502994012,61.0,79.0,3,1
190,190,190,849,20,9,70,0.6857142857142857,118.0,190.0,2,2
191,191,191,849,17,9,167,0.4790419161676646,72.0,190.0,1,3
192,192,192,849,1,1,79,0.7721518987341772,50.0,121.0,10,4
193,193,193,849,13,6,143,0.5804195804195804,18.0,79.0,4,5
194,194,194,849,3,131,97,0.5567010309278351,22.0,42.0,9,6
195,195,195,849,815,15,7,0.0,2.0,20.0,12,7
196,196,196,849,2,4,181,0.3591160220994475,15.0,29.0,16,8
197,197,197,849,30,131,149,0.7919463087248322,20.0,42.0,13,9
198,198,198,849,153,5,35,0.3142857142857143,8.0,12.0,18,10
199,199,199,849,16,10,79,0.240506329113924,8.0,8.0,11,11
200,200,200,849,808,4,27,0.4074074074074074,14.0,29.0,14,12
201,201,201,849,22,3,201,0.592039800995025,4.0,4.0,15,13
202,202,202,849,813,3,8,0.0,0.0,4.0,7,14
203,203,203,849,814,10,8,0.25,0.0,8.0,6,15
204,204,204,849,10,166,64,0.34375,0.0,0.0,20,16
205,205,205,849,816,166,8,0.0,0.0,0.0,22,17
206,206,206,849,24,164,71,0.2394366197183098,0.0,0.0,23,18
207,207,207,849,817,164,0,0.5,0.0,0.0,24,19
208,26,26,26,26,26,26,26,26,26,26,26
209,26,26,26,26,26,26,26,26,26,26,26
210,26,26,26,26,26,26,26,26,26,26,26
211,26,26,26,26,26,26,26,26,26,26,26
212,26,26,26,26,26,26,26,26,26,26,26
213,213,213,850,1,1,80,0.775,50.0,113.0,2,1
214,214,214,850,4,6,168,0.7142857142857143,71.0,99.0,4,2
215,215,215,850,17,9,168,0.4821428571428571,69.0,180.0,1,3
216,216,216,850,20,9,71,0.6901408450704225,111.0,180.0,3,4
217,217,217,850,13,6,144,0.5833333333333333,28.0,99.0,5,5
218,218,218,850,16,10,80,0.25,8.0,8.0,8,6
219,219,219,850,3,131,98,0.5612244897959184,20.0,42.0,6,7
220,220,220,850,30,131,150,0.7933333333333333,22.0,42.0,10,8
221,221,221,850,155,15,30,0.4666666666666667,17.0,25.0,17,9
222,222,222,850,808,4,28,0.4285714285714286,10.0,23.0,9,10
223,223,223,850,815,15,8,0.125,8.0,25.0,15,11
224,224,224,850,153,5,36,0.3333333333333333,9.0,11.0,16,12
225,225,225,850,814,10,9,0.2222222222222222,0.0,8.0,12,13
226,226,226,850,813,3,9,0.0,0.0,4.0,13,14
227,227,227,850,67,5,45,0.3777777777777777,2.0,11.0,24,15
228,228,228,850,5,205,80,0.425,0.0,0.0,18,16
229,229,229,850,10,166,65,0.3384615384615385,0.0,0.0,19,17
230,230,230,850,816,166,9,0.0,0.0,0.0,21,18
231,231,231,850,817,164,1,0.0,0.0,0.0,22,19
232,232,232,850,812,205,10,0.0,0.0,0.0,20,20
233,26,26,26,26,26,26,26,26,26,26,26
234,26,26,26,26,26,26,26,26,26,26,26
235,26,26,26,26,26,26,26,26,26,26,26
236,26,26,26,26,26,26,26,26,26,26,26
237,237,237,851,18,1,201,0.4875621890547263,48.0,105.0,3,1
238,238,238,851,20,9,72,0.6944444444444444,98.0,170.0,1,2
239,239,239,851,4,6,169,0.7159763313609467,79.0,117.0,5,3
240,240,240,851,1,1,81,0.7777777777777778,57.0,105.0,2,4
241,241,241,851,17,9,169,0.485207100591716,72.0,170.0,6,5
242,242,242,851,13,6,145,0.5862068965517242,38.0,117.0,4,6
243,243,243,851,814,10,10,0.1999999999999999,0.0,16.0,11,7
244,244,244,851,67,5,46,0.3695652173913043,2.0,11.0,23,8
245,245,245,851,3,131,99,0.5555555555555556,20.0,38.0,7,9
246,246,246,851,153,5,37,0.3243243243243243,9.0,11.0,16,10
247,247,247,851,155,15,31,0.4516129032258065,18.0,24.0,13,11
248,248,248,851,808,4,29,0.4137931034482759,11.0,20.0,12,12
249,249,249,851,22,3,203,0.5862068965517242,4.0,4.0,15,13
250,250,250,851,16,10,81,0.2592592592592593,16.0,16.0,8,14
251,251,251,851,815,15,9,0.1111111111111111,6.0,24.0,10,15
252,252,252,851,813,3,10,0.0,0.0,4.0,17,16
253,253,253,851,10,166,66,0.3333333333333333,0.0,0.0,20,17
254,254,254,851,817,164,2,0.0,0.0,0.0,22,18
255,255,255,851,816,166,10,0.0,0.0,0.0,24,19
256,256,256,851,24,164,73,0.2328767123287671,0.0,0.0,21,20
257,26,26,26,26,26,26,26,26,26,26,26
258,26,26,26,26,26,26,26,26,26,26,26
259,26,26,26,26,26,26,26,26,26,26,26
260,26,26,26,26,26,26,26,26,26,26,26
261,261,261,852,20,9,73,0.6986301369863014,91.0,161.0,1,1
262,262,262,852,17,9,170,0.4882352941176471,70.0,161.0,3,2
263,263,263,852,18,1,202,0.4900990099009901,58.0,119.0,13,3
264,264,264,852,4,6,170,0.7176470588235294,76.0,122.0,8,4
265,265,265,852,30,131,152,0.7828947368421053,18.0,40.0,24,5
266,266,266,852,3,131,100,0.55,22.0,40.0,5,6
267,267,267,852,16,10,82,0.2560975609756097,10.0,16.0,15,7
268,268,268,852,13,6,146,0.589041095890411,46.0,122.0,4,8
269,269,269,852,808,4,30,0.4,11.0,16.0,10,9
270,270,270,852,813,3,11,0.0,0.0,2.0,21,10
271,271,271,852,814,10,11,0.1818181818181817,6.0,16.0,17,11
272,272,272,852,155,15,32,0.4375,8.0,14.0,12,12
273,273,273,852,811,4,18,0.0,0.0,16.0,7,13
274,274,274,852,15,205,202,0.3564356435643564,0.0,0.0,18,14
275,275,275,852,5,205,82,0.4146341463414634,0.0,0.0,16,15
276,276,276,852,22,3,204,0.5833333333333333,2.0,2.0,14,16
277,277,277,852,816,166,11,0.0,0.0,0.0,20,17
278,278,278,852,10,166,67,0.3283582089552238,0.0,0.0,19,18
279,279,279,852,24,164,74,0.2297297297297297,0.0,0.0,22,19
280,26,26,26,26,26,26,26,26,26,26,26
281,26,26,26,26,26,26,26,26,26,26,26
282,26,26,26,26,26,26,26,26,26,26,26
283,26,26,26,26,26,26,26,26,26,26,26
284,26,26,26,26,26,26,26,26,26,26,26
285,285,285,853,20,9,74,0.7027027027027026,98.0,171.0,1,1
286,286,286,853,18,1,203,0.4926108374384236,48.0,109.0,3,2
287,287,287,853,4,6,171,0.7192982456140351,88.0,130.0,4,3
288,288,288,853,1,1,83,0.7710843373493976,61.0,109.0,2,4
289,289,289,853,30,131,153,0.7843137254901961,16.0,46.0,8,5
290,290,290,853,13,6,147,0.5918367346938775,42.0,130.0,6,6
291,291,291,853,153,5,39,0.3076923076923077,6.0,10.0,18,7
292,292,292,853,814,10,12,0.25,6.0,22.0,11,8
293,293,293,853,811,4,19,0.0526315789473684,0.0,8.0,10,9
294,294,294,853,67,5,48,0.3541666666666666,4.0,10.0,16,10
295,295,295,853,813,3,12,0.0833333333333333,1.0,1.0,14,11
296,296,296,853,22,3,205,0.5804878048780489,0.0,1.0,13,12
297,297,297,853,5,205,83,0.4096385542168674,0.0,0.0,20,13
298,298,298,853,15,205,203,0.354679802955665,0.0,0.0,19,14
299,299,299,853,10,166,68,0.3235294117647058,0.0,0.0,21,15
300,26,26,26,26,26,26,26,26,26,26,26
301,26,26,26,26,26,26,26,26,26,26,26
302,26,26,26,26,26,26,26,26,26,26,26
303,26,26,26,26,26,26,26,26,26,26,26
304,26,26,26,26,26,26,26,26,26,26,26
305,26,26,26,26,26,26,26,26,26,26,26
306,26,26,26,26,26,26,26,26,26,26,26
307,26,26,26,26,26,26,26,26,26,26,26
308,26,26,26,26,26,26,26,26,26,26,26
309,309,309,854,20,9,75,0.7066666666666667,98.0,156.0,1,1
310,310,310,854,18,1,204,0.4950980392156863,58.0,119.0,3,2
311,311,311,854,17,9,172,0.4883720930232558,58.0,156.0,2,3
312,312,312,854,4,6,172,0.7209302325581395,85.0,125.0,5,4
313,313,313,854,1,1,84,0.7738095238095238,61.0,119.0,4,5
314,314,314,854,814,10,13,0.2307692307692307,10.0,24.0,10,6
315,315,315,854,3,131,102,0.5490196078431373,24.0,50.0,7,7
316,316,316,854,16,10,84,0.2619047619047618,14.0,24.0,9,8
317,317,317,854,13,6,148,0.5945945945945945,40.0,125.0,6,9
318,318,318,854,815,15,12,0.0833333333333333,6.0,8.0,11,10
319,319,319,854,813,3,13,0.0769230769230768,1.0,1.0,13,11
320,320,320,854,67,5,49,0.3469387755102041,5.0,13.0,14,12
321,321,321,854,22,3,206,0.5776699029126213,0.0,1.0,12,13
322,322,322,854,155,15,34,0.4411764705882353,2.0,8.0,17,14
323,323,323,854,811,4,20,0.05,2.0,9.0,15,15
324,324,324,854,5,205,84,0.4047619047619047,0.0,0.0,19,16
325,325,325,854,808,4,32,0.40625,3.0,9.0,18,17
326,326,326,854,816,166,13,0.0,0.0,0.0,22,18
327,327,327,854,817,164,5,0.0,0.0,0.0,23,19
328,328,328,854,24,164,76,0.2236842105263158,0.0,0.0,24,20
329,329,329,854,153,5,40,0.3,8.0,13.0,16,21
330,26,26,26,26,26,26,26,26,26,26,26
331,26,26,26,26,26,26,26,26,26,26,26
332,26,26,26,26,26,26,26,26,26,26,26
333,333,333,855,18,1,205,0.4975609756097561,76.0,135.0,2,1
334,334,334,855,4,6,173,0.7225433526011561,72.0,104.0,5,2
335,335,335,855,20,9,76,0.7105263157894737,105.0,163.0,1,3
336,336,336,855,17,9,173,0.4913294797687861,58.0,163.0,6,4
337,337,337,855,1,1,85,0.7764705882352941,59.0,135.0,3,5
338,338,338,855,30,131,155,0.7806451612903226,24.0,46.0,8,6
339,339,339,855,13,6,149,0.5906040268456376,32.0,104.0,4,7
340,340,340,855,815,15,13,0.0769230769230768,1.0,3.0,17,8
341,341,341,855,808,4,33,0.3939393939393939,3.0,5.0,10,9
342,342,342,855,3,131,103,0.5436893203883495,22.0,46.0,23,10
343,343,343,855,16,10,85,0.2588235294117647,18.0,36.0,11,11
344,344,344,855,814,10,14,0.2857142857142857,18.0,36.0,12,12
345,345,345,855,155,15,35,0.4285714285714286,2.0,3.0,7,13
346,346,346,855,813,3,14,0.0714285714285714,1.0,1.0,14,14
347,347,347,855,153,5,41,0.2926829268292683,7.0,12.0,16,15
348,348,348,855,811,4,21,0.0476190476190476,2.0,5.0,9,16
349,349,349,855,22,3,207,0.5748792270531401,0.0,1.0,13,17
350,350,350,855,5,205,85,0.4,0.0,0.0,18,18
351,351,351,855,15,205,205,0.3512195121951219,0.0,0.0,19,19
352,352,352,855,10,166,70,0.3142857142857143,0.0,0.0,21,20
353,353,353,855,816,166,14,0.0,0.0,0.0,20,21
354,354,354,855,817,164,6,0.0,0.0,0.0,22,22
355,355,355,855,24,164,77,0.2207792207792207,0.0,0.0,24,23
356,26,26,26,26,26,26,26,26,26,26,26
357,357,357,856,20,9,77,0.7142857142857143,108.0,163.0,2,1
358,358,358,856,1,1,86,0.7790697674418605,44.0,145.0,1,2
359,359,359,856,17,9,174,0.4942528735632183,55.0,163.0,4,3
360,360,360,856,18,1,206,0.5,101.0,145.0,3,4
361,361,361,856,4,6,174,0.7241379310344828,72.0,100.0,6,5
362,362,362,856,13,6,150,0.5933333333333333,28.0,100.0,5,6
363,363,363,856,153,5,42,0.3095238095238095,7.0,12.0,11,7
364,364,364,856,3,131,104,0.5480769230769231,17.0,45.0,7,8
365,365,365,856,67,5,51,0.3333333333333333,5.0,12.0,13,9
366,366,366,856,814,10,15,0.3333333333333333,18.0,28.0,9,10
367,367,367,856,16,10,86,0.2674418604651163,10.0,28.0,10,11
368,368,368,856,22,3,208,0.5769230769230769,0.0,1.0,18,12
369,369,369,856,811,4,22,0.0909090909090909,2.0,6.0,15,13
370,370,370,856,5,205,86,0.4069767441860464,0.0,0.0,19,14
371,371,371,856,155,15,36,0.4444444444444444,0.0,5.0,14,15
372,372,372,856,815,15,14,0.1428571428571429,5.0,5.0,17,16
373,373,373,856,15,205,206,0.3543689320388349,0.0,0.0,20,17
374,374,374,856,10,166,71,0.3098591549295775,0.0,0.0,21,18
375,375,375,856,817,164,7,0.0,0.0,0.0,24,19
376,376,376,856,816,166,15,0.0,0.0,0.0,22,20
377,377,377,856,24,164,78,0.2179487179487179,0.0,0.0,23,21
378,26,26,26,26,26,26,26,26,26,26,26
379,26,26,26,26,26,26,26,26,26,26,26
380,26,26,26,26,26,26,26,26,26,26,26
381,381,381,857,20,9,78,0.717948717948718,115.0,175.0,1,1
382,382,382,857,18,1,207,0.5024154589371981,88.0,138.0,4,2
383,383,383,857,4,6,175,0.7257142857142858,67.0,95.0,3,3
384,384,384,857,17,9,175,0.4971428571428571,60.0,175.0,2,4
385,385,385,857,30,131,157,0.7770700636942676,28.0,47.0,11,5
386,386,386,857,3,131,105,0.5523809523809524,19.0,47.0,7,6
387,387,387,857,1,1,87,0.7816091954022988,50.0,138.0,5,7
388,388,388,857,153,5,43,0.3255813953488372,12.0,15.0,10,8
389,389,389,857,16,10,87,0.2758620689655172,10.0,23.0,8,9
390,390,390,857,815,15,15,0.1333333333333333,5.0,5.0,20,10
391,391,391,857,808,4,35,0.4,4.0,6.0,16,11
392,392,392,857,811,4,23,0.0869565217391304,2.0,6.0,14,12
393,393,393,857,814,10,16,0.375,13.0,23.0,12,13
394,394,394,857,5,205,87,0.4022988505747126,0.0,0.0,18,14
395,395,395,857,22,3,209,0.5789473684210527,0.0,1.0,15,15
396,396,396,857,816,166,16,0.0,0.0,0.0,21,16
397,397,397,857,39,164,27,0.0,0.0,0.0,24,17
398,398,398,857,817,164,8,0.0,0.0,0.0,23,18
399,399,399,857,15,205,207,0.3526570048309179,0.0,0.0,19,19
400,26,26,26,26,26,26,26,26,26,26,26
401,26,26,26,26,26,26,26,26,26,26,26
402,26,26,26,26,26,26,26,26,26,26,26
403,26,26,26,26,26,26,26,26,26,26,26
404,26,26,26,26,26,26,26,26,26,26,26
405,405,405,858,1,1,88,0.7840909090909091,56.0,147.0,2,1
406,406,406,858,4,6,176,0.7272727272727273,70.0,94.0,5,2
407,407,407,858,18,1,208,0.5048076923076923,91.0,147.0,3,3
408,408,408,858,17,9,176,0.5,54.0,169.0,4,4
409,409,409,858,13,6,152,0.5921052631578947,24.0,94.0,6,5
410,410,410,858,3,131,106,0.5566037735849056,19.0,47.0,7,6
411,411,411,858,30,131,158,0.7784810126582279,28.0,47.0,8,7
412,412,412,858,16,10,88,0.2727272727272727,6.0,19.0,9,8
413,413,413,858,814,10,17,0.3529411764705882,13.0,19.0,10,9
414,414,414,858,155,15,38,0.4210526315789473,0.0,6.0,16,10
415,415,415,858,815,15,16,0.125,6.0,6.0,11,11
416,416,416,858,22,3,210,0.5761904761904761,0.0,0.0,24,12
417,417,417,858,808,4,36,0.3888888888888888,2.0,4.0,12,13
418,418,418,858,813,3,17,0.1176470588235294,0.0,0.0,23,14
419,419,419,858,153,5,44,0.3181818181818182,16.0,19.0,15,15
420,420,420,858,811,4,24,0.0833333333333333,2.0,4.0,14,16
421,421,421,858,5,205,88,0.3977272727272727,0.0,0.0,17,17
422,422,422,858,15,205,208,0.3509615384615384,0.0,0.0,18,18
423,423,423,858,10,166,73,0.3013698630136986,0.0,0.0,19,19
424,424,424,858,24,164,79,0.2151898734177215,0.0,0.0,22,20
425,26,26,26,26,26,26,26,26,26,26,26
426,26,26,26,26,26,26,26,26,26,26,26
427,26,26,26,26,26,26,26,26,26,26,26
428,26,26,26,26,26,26,26,26,26,26,26
429,429,429,859,17,9,177,0.5028248587570621,66.0,156.0,2,1
430,430,430,859,20,9,80,0.7125,90.0,156.0,1,2
431,431,431,859,18,1,209,0.507177033492823,88.0,157.0,3,3
432,432,432,859,4,6,177,0.728813559322034,73.0,99.0,5,4
433,433,433,859,13,6,153,0.5947712418300654,26.0,99.0,7,5
